Emotions,Paths
angry,./datasets/audio_speech_actors_01-24/Actor_11/03-01-05-01-02-01-11.wav
angry,./datasets/audio_speech_actors_01-24/Actor_11/03-01-05-01-02-02-11.wav
angry,./datasets/audio_speech_actors_01-24/Actor_11/03-01-05-02-01-01-11.wav
angry,./datasets/audio_speech_actors_01-24/Actor_11/03-01-05-02-01-02-11.wav
angry,./datasets/audio_speech_actors_01-24/Actor_11/03-01-05-02-02-01-11.wav
angry,./datasets/audio_speech_actors_01-24/Actor_11/03-01-05-02-02-02-11.wav
fear,./datasets/audio_speech_actors_01-24/Actor_11/03-01-06-01-01-01-11.wav
fear,./datasets/audio_speech_actors_01-24/Actor_11/03-01-06-01-01-02-11.wav
fear,./datasets/audio_speech_actors_01-24/Actor_11/03-01-06-01-02-01-11.wav
fear,./datasets/audio_speech_actors_01-24/Actor_11/03-01-06-01-02-02-11.wav
fear,./datasets/audio_speech_actors_01-24/Actor_11/03-01-06-02-01-01-11.wav
fear,./datasets/audio_speech_actors_01-24/Actor_11/03-01-06-02-01-02-11.wav
fear,./datasets/audio_speech_actors_01-24/Actor_11/03-01-06-02-02-01-11.wav
fear,./datasets/audio_speech_actors_01-24/Actor_11/03-01-06-02-02-02-11.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_11/03-01-07-01-01-01-11.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_11/03-01-07-01-01-02-11.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_11/03-01-07-01-02-01-11.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_11/03-01-07-01-02-02-11.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_11/03-01-07-02-01-01-11.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_11/03-01-07-02-01-02-11.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_11/03-01-07-02-02-01-11.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_11/03-01-07-02-02-02-11.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_11/03-01-08-01-01-01-11.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_11/03-01-08-01-01-02-11.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_11/03-01-08-01-02-01-11.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_11/03-01-08-01-02-02-11.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_11/03-01-08-02-01-01-11.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_11/03-01-08-02-01-02-11.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_11/03-01-08-02-02-01-11.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_11/03-01-08-02-02-02-11.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_12/03-01-01-01-01-01-12.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_12/03-01-01-01-01-02-12.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_12/03-01-01-01-02-01-12.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_12/03-01-01-01-02-02-12.wav
calm,./datasets/audio_speech_actors_01-24/Actor_12/03-01-02-01-01-01-12.wav
calm,./datasets/audio_speech_actors_01-24/Actor_12/03-01-02-01-01-02-12.wav
calm,./datasets/audio_speech_actors_01-24/Actor_12/03-01-02-01-02-01-12.wav
calm,./datasets/audio_speech_actors_01-24/Actor_12/03-01-02-01-02-02-12.wav
calm,./datasets/audio_speech_actors_01-24/Actor_12/03-01-02-02-01-01-12.wav
calm,./datasets/audio_speech_actors_01-24/Actor_12/03-01-02-02-01-02-12.wav
calm,./datasets/audio_speech_actors_01-24/Actor_12/03-01-02-02-02-01-12.wav
calm,./datasets/audio_speech_actors_01-24/Actor_12/03-01-02-02-02-02-12.wav
happy,./datasets/audio_speech_actors_01-24/Actor_12/03-01-03-01-01-01-12.wav
happy,./datasets/audio_speech_actors_01-24/Actor_12/03-01-03-01-01-02-12.wav
happy,./datasets/audio_speech_actors_01-24/Actor_12/03-01-03-01-02-01-12.wav
happy,./datasets/audio_speech_actors_01-24/Actor_12/03-01-03-01-02-02-12.wav
happy,./datasets/audio_speech_actors_01-24/Actor_12/03-01-03-02-01-01-12.wav
happy,./datasets/audio_speech_actors_01-24/Actor_12/03-01-03-02-01-02-12.wav
happy,./datasets/audio_speech_actors_01-24/Actor_12/03-01-03-02-02-01-12.wav
happy,./datasets/audio_speech_actors_01-24/Actor_12/03-01-03-02-02-02-12.wav
sad,./datasets/audio_speech_actors_01-24/Actor_12/03-01-04-01-01-01-12.wav
sad,./datasets/audio_speech_actors_01-24/Actor_12/03-01-04-01-01-02-12.wav
sad,./datasets/audio_speech_actors_01-24/Actor_12/03-01-04-01-02-01-12.wav
sad,./datasets/audio_speech_actors_01-24/Actor_12/03-01-04-01-02-02-12.wav
sad,./datasets/audio_speech_actors_01-24/Actor_12/03-01-04-02-01-01-12.wav
sad,./datasets/audio_speech_actors_01-24/Actor_12/03-01-04-02-01-02-12.wav
sad,./datasets/audio_speech_actors_01-24/Actor_12/03-01-04-02-02-01-12.wav
sad,./datasets/audio_speech_actors_01-24/Actor_12/03-01-04-02-02-02-12.wav
angry,./datasets/audio_speech_actors_01-24/Actor_12/03-01-05-01-01-01-12.wav
angry,./datasets/audio_speech_actors_01-24/Actor_12/03-01-05-01-01-02-12.wav
angry,./datasets/audio_speech_actors_01-24/Actor_12/03-01-05-01-02-01-12.wav
angry,./datasets/audio_speech_actors_01-24/Actor_12/03-01-05-01-02-02-12.wav
angry,./datasets/audio_speech_actors_01-24/Actor_12/03-01-05-02-01-01-12.wav
angry,./datasets/audio_speech_actors_01-24/Actor_12/03-01-05-02-01-02-12.wav
angry,./datasets/audio_speech_actors_01-24/Actor_12/03-01-05-02-02-01-12.wav
angry,./datasets/audio_speech_actors_01-24/Actor_12/03-01-05-02-02-02-12.wav
fear,./datasets/audio_speech_actors_01-24/Actor_12/03-01-06-01-01-01-12.wav
fear,./datasets/audio_speech_actors_01-24/Actor_12/03-01-06-01-01-02-12.wav
fear,./datasets/audio_speech_actors_01-24/Actor_12/03-01-06-01-02-01-12.wav
fear,./datasets/audio_speech_actors_01-24/Actor_12/03-01-06-01-02-02-12.wav
fear,./datasets/audio_speech_actors_01-24/Actor_12/03-01-06-02-01-01-12.wav
fear,./datasets/audio_speech_actors_01-24/Actor_12/03-01-06-02-01-02-12.wav
fear,./datasets/audio_speech_actors_01-24/Actor_12/03-01-06-02-02-01-12.wav
fear,./datasets/audio_speech_actors_01-24/Actor_12/03-01-06-02-02-02-12.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_12/03-01-07-01-01-01-12.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_12/03-01-07-01-01-02-12.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_12/03-01-07-01-02-01-12.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_12/03-01-07-01-02-02-12.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_12/03-01-07-02-01-01-12.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_12/03-01-07-02-01-02-12.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_12/03-01-07-02-02-01-12.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_12/03-01-07-02-02-02-12.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_12/03-01-08-01-01-01-12.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_12/03-01-08-01-01-02-12.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_12/03-01-08-01-02-01-12.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_12/03-01-08-01-02-02-12.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_12/03-01-08-02-01-01-12.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_12/03-01-08-02-01-02-12.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_12/03-01-08-02-02-01-12.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_12/03-01-08-02-02-02-12.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_13/03-01-01-01-01-01-13.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_13/03-01-01-01-01-02-13.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_13/03-01-01-01-02-01-13.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_13/03-01-01-01-02-02-13.wav
calm,./datasets/audio_speech_actors_01-24/Actor_13/03-01-02-01-01-01-13.wav
calm,./datasets/audio_speech_actors_01-24/Actor_13/03-01-02-01-01-02-13.wav
calm,./datasets/audio_speech_actors_01-24/Actor_13/03-01-02-01-02-01-13.wav
calm,./datasets/audio_speech_actors_01-24/Actor_13/03-01-02-01-02-02-13.wav
calm,./datasets/audio_speech_actors_01-24/Actor_13/03-01-02-02-01-01-13.wav
calm,./datasets/audio_speech_actors_01-24/Actor_13/03-01-02-02-01-02-13.wav
calm,./datasets/audio_speech_actors_01-24/Actor_13/03-01-02-02-02-01-13.wav
calm,./datasets/audio_speech_actors_01-24/Actor_13/03-01-02-02-02-02-13.wav
happy,./datasets/audio_speech_actors_01-24/Actor_13/03-01-03-01-01-01-13.wav
happy,./datasets/audio_speech_actors_01-24/Actor_13/03-01-03-01-01-02-13.wav
happy,./datasets/audio_speech_actors_01-24/Actor_13/03-01-03-01-02-01-13.wav
happy,./datasets/audio_speech_actors_01-24/Actor_13/03-01-03-01-02-02-13.wav
happy,./datasets/audio_speech_actors_01-24/Actor_13/03-01-03-02-01-01-13.wav
happy,./datasets/audio_speech_actors_01-24/Actor_13/03-01-03-02-01-02-13.wav
happy,./datasets/audio_speech_actors_01-24/Actor_13/03-01-03-02-02-01-13.wav
happy,./datasets/audio_speech_actors_01-24/Actor_13/03-01-03-02-02-02-13.wav
sad,./datasets/audio_speech_actors_01-24/Actor_13/03-01-04-01-01-01-13.wav
sad,./datasets/audio_speech_actors_01-24/Actor_13/03-01-04-01-01-02-13.wav
sad,./datasets/audio_speech_actors_01-24/Actor_13/03-01-04-01-02-01-13.wav
sad,./datasets/audio_speech_actors_01-24/Actor_13/03-01-04-01-02-02-13.wav
sad,./datasets/audio_speech_actors_01-24/Actor_13/03-01-04-02-01-01-13.wav
sad,./datasets/audio_speech_actors_01-24/Actor_13/03-01-04-02-01-02-13.wav
sad,./datasets/audio_speech_actors_01-24/Actor_13/03-01-04-02-02-01-13.wav
sad,./datasets/audio_speech_actors_01-24/Actor_13/03-01-04-02-02-02-13.wav
angry,./datasets/audio_speech_actors_01-24/Actor_13/03-01-05-01-01-01-13.wav
angry,./datasets/audio_speech_actors_01-24/Actor_13/03-01-05-01-01-02-13.wav
angry,./datasets/audio_speech_actors_01-24/Actor_13/03-01-05-01-02-01-13.wav
angry,./datasets/audio_speech_actors_01-24/Actor_13/03-01-05-01-02-02-13.wav
angry,./datasets/audio_speech_actors_01-24/Actor_13/03-01-05-02-01-01-13.wav
angry,./datasets/audio_speech_actors_01-24/Actor_13/03-01-05-02-01-02-13.wav
angry,./datasets/audio_speech_actors_01-24/Actor_13/03-01-05-02-02-01-13.wav
angry,./datasets/audio_speech_actors_01-24/Actor_13/03-01-05-02-02-02-13.wav
fear,./datasets/audio_speech_actors_01-24/Actor_13/03-01-06-01-01-01-13.wav
fear,./datasets/audio_speech_actors_01-24/Actor_13/03-01-06-01-01-02-13.wav
fear,./datasets/audio_speech_actors_01-24/Actor_13/03-01-06-01-02-01-13.wav
fear,./datasets/audio_speech_actors_01-24/Actor_13/03-01-06-01-02-02-13.wav
fear,./datasets/audio_speech_actors_01-24/Actor_13/03-01-06-02-01-01-13.wav
fear,./datasets/audio_speech_actors_01-24/Actor_13/03-01-06-02-01-02-13.wav
fear,./datasets/audio_speech_actors_01-24/Actor_13/03-01-06-02-02-01-13.wav
fear,./datasets/audio_speech_actors_01-24/Actor_13/03-01-06-02-02-02-13.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_13/03-01-07-01-01-01-13.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_13/03-01-07-01-01-02-13.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_13/03-01-07-01-02-01-13.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_13/03-01-07-01-02-02-13.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_13/03-01-07-02-01-01-13.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_13/03-01-07-02-01-02-13.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_13/03-01-07-02-02-01-13.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_13/03-01-07-02-02-02-13.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_13/03-01-08-01-01-01-13.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_13/03-01-08-01-01-02-13.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_13/03-01-08-01-02-01-13.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_13/03-01-08-01-02-02-13.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_13/03-01-08-02-01-01-13.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_13/03-01-08-02-01-02-13.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_13/03-01-08-02-02-01-13.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_13/03-01-08-02-02-02-13.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_14/03-01-01-01-01-01-14.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_14/03-01-01-01-01-02-14.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_14/03-01-01-01-02-01-14.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_14/03-01-01-01-02-02-14.wav
calm,./datasets/audio_speech_actors_01-24/Actor_14/03-01-02-01-01-01-14.wav
calm,./datasets/audio_speech_actors_01-24/Actor_14/03-01-02-01-01-02-14.wav
calm,./datasets/audio_speech_actors_01-24/Actor_14/03-01-02-01-02-01-14.wav
calm,./datasets/audio_speech_actors_01-24/Actor_14/03-01-02-01-02-02-14.wav
calm,./datasets/audio_speech_actors_01-24/Actor_14/03-01-02-02-01-01-14.wav
calm,./datasets/audio_speech_actors_01-24/Actor_14/03-01-02-02-01-02-14.wav
calm,./datasets/audio_speech_actors_01-24/Actor_14/03-01-02-02-02-01-14.wav
calm,./datasets/audio_speech_actors_01-24/Actor_14/03-01-02-02-02-02-14.wav
happy,./datasets/audio_speech_actors_01-24/Actor_14/03-01-03-01-01-01-14.wav
happy,./datasets/audio_speech_actors_01-24/Actor_14/03-01-03-01-01-02-14.wav
happy,./datasets/audio_speech_actors_01-24/Actor_14/03-01-03-01-02-01-14.wav
happy,./datasets/audio_speech_actors_01-24/Actor_14/03-01-03-01-02-02-14.wav
happy,./datasets/audio_speech_actors_01-24/Actor_14/03-01-03-02-01-01-14.wav
happy,./datasets/audio_speech_actors_01-24/Actor_14/03-01-03-02-01-02-14.wav
happy,./datasets/audio_speech_actors_01-24/Actor_14/03-01-03-02-02-01-14.wav
happy,./datasets/audio_speech_actors_01-24/Actor_14/03-01-03-02-02-02-14.wav
sad,./datasets/audio_speech_actors_01-24/Actor_14/03-01-04-01-01-01-14.wav
sad,./datasets/audio_speech_actors_01-24/Actor_14/03-01-04-01-01-02-14.wav
sad,./datasets/audio_speech_actors_01-24/Actor_14/03-01-04-01-02-01-14.wav
sad,./datasets/audio_speech_actors_01-24/Actor_14/03-01-04-01-02-02-14.wav
sad,./datasets/audio_speech_actors_01-24/Actor_14/03-01-04-02-01-01-14.wav
sad,./datasets/audio_speech_actors_01-24/Actor_14/03-01-04-02-01-02-14.wav
sad,./datasets/audio_speech_actors_01-24/Actor_14/03-01-04-02-02-01-14.wav
sad,./datasets/audio_speech_actors_01-24/Actor_14/03-01-04-02-02-02-14.wav
angry,./datasets/audio_speech_actors_01-24/Actor_14/03-01-05-01-01-01-14.wav
angry,./datasets/audio_speech_actors_01-24/Actor_14/03-01-05-01-01-02-14.wav
angry,./datasets/audio_speech_actors_01-24/Actor_14/03-01-05-01-02-01-14.wav
angry,./datasets/audio_speech_actors_01-24/Actor_14/03-01-05-01-02-02-14.wav
angry,./datasets/audio_speech_actors_01-24/Actor_14/03-01-05-02-01-01-14.wav
angry,./datasets/audio_speech_actors_01-24/Actor_14/03-01-05-02-01-02-14.wav
angry,./datasets/audio_speech_actors_01-24/Actor_14/03-01-05-02-02-01-14.wav
angry,./datasets/audio_speech_actors_01-24/Actor_14/03-01-05-02-02-02-14.wav
fear,./datasets/audio_speech_actors_01-24/Actor_14/03-01-06-01-01-01-14.wav
fear,./datasets/audio_speech_actors_01-24/Actor_14/03-01-06-01-01-02-14.wav
fear,./datasets/audio_speech_actors_01-24/Actor_14/03-01-06-01-02-01-14.wav
fear,./datasets/audio_speech_actors_01-24/Actor_14/03-01-06-01-02-02-14.wav
fear,./datasets/audio_speech_actors_01-24/Actor_14/03-01-06-02-01-01-14.wav
fear,./datasets/audio_speech_actors_01-24/Actor_14/03-01-06-02-01-02-14.wav
fear,./datasets/audio_speech_actors_01-24/Actor_14/03-01-06-02-02-01-14.wav
fear,./datasets/audio_speech_actors_01-24/Actor_14/03-01-06-02-02-02-14.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_14/03-01-07-01-01-01-14.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_14/03-01-07-01-01-02-14.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_14/03-01-07-01-02-01-14.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_14/03-01-07-01-02-02-14.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_14/03-01-07-02-01-01-14.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_14/03-01-07-02-01-02-14.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_14/03-01-07-02-02-01-14.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_14/03-01-07-02-02-02-14.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_14/03-01-08-01-01-01-14.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_14/03-01-08-01-01-02-14.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_14/03-01-08-01-02-01-14.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_14/03-01-08-01-02-02-14.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_14/03-01-08-02-01-01-14.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_14/03-01-08-02-01-02-14.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_14/03-01-08-02-02-01-14.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_14/03-01-08-02-02-02-14.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_15/03-01-01-01-01-01-15.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_15/03-01-01-01-01-02-15.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_15/03-01-01-01-02-01-15.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_15/03-01-01-01-02-02-15.wav
calm,./datasets/audio_speech_actors_01-24/Actor_15/03-01-02-01-01-01-15.wav
calm,./datasets/audio_speech_actors_01-24/Actor_15/03-01-02-01-01-02-15.wav
calm,./datasets/audio_speech_actors_01-24/Actor_15/03-01-02-01-02-01-15.wav
calm,./datasets/audio_speech_actors_01-24/Actor_15/03-01-02-01-02-02-15.wav
calm,./datasets/audio_speech_actors_01-24/Actor_15/03-01-02-02-01-01-15.wav
calm,./datasets/audio_speech_actors_01-24/Actor_15/03-01-02-02-01-02-15.wav
calm,./datasets/audio_speech_actors_01-24/Actor_15/03-01-02-02-02-01-15.wav
calm,./datasets/audio_speech_actors_01-24/Actor_15/03-01-02-02-02-02-15.wav
happy,./datasets/audio_speech_actors_01-24/Actor_15/03-01-03-01-01-01-15.wav
happy,./datasets/audio_speech_actors_01-24/Actor_15/03-01-03-01-01-02-15.wav
happy,./datasets/audio_speech_actors_01-24/Actor_15/03-01-03-01-02-01-15.wav
happy,./datasets/audio_speech_actors_01-24/Actor_15/03-01-03-01-02-02-15.wav
happy,./datasets/audio_speech_actors_01-24/Actor_15/03-01-03-02-01-01-15.wav
happy,./datasets/audio_speech_actors_01-24/Actor_15/03-01-03-02-01-02-15.wav
happy,./datasets/audio_speech_actors_01-24/Actor_15/03-01-03-02-02-01-15.wav
happy,./datasets/audio_speech_actors_01-24/Actor_15/03-01-03-02-02-02-15.wav
sad,./datasets/audio_speech_actors_01-24/Actor_15/03-01-04-01-01-01-15.wav
sad,./datasets/audio_speech_actors_01-24/Actor_15/03-01-04-01-01-02-15.wav
sad,./datasets/audio_speech_actors_01-24/Actor_15/03-01-04-01-02-01-15.wav
sad,./datasets/audio_speech_actors_01-24/Actor_15/03-01-04-01-02-02-15.wav
sad,./datasets/audio_speech_actors_01-24/Actor_15/03-01-04-02-01-01-15.wav
sad,./datasets/audio_speech_actors_01-24/Actor_15/03-01-04-02-01-02-15.wav
sad,./datasets/audio_speech_actors_01-24/Actor_15/03-01-04-02-02-01-15.wav
sad,./datasets/audio_speech_actors_01-24/Actor_15/03-01-04-02-02-02-15.wav
angry,./datasets/audio_speech_actors_01-24/Actor_15/03-01-05-01-01-01-15.wav
angry,./datasets/audio_speech_actors_01-24/Actor_15/03-01-05-01-01-02-15.wav
angry,./datasets/audio_speech_actors_01-24/Actor_15/03-01-05-01-02-01-15.wav
angry,./datasets/audio_speech_actors_01-24/Actor_15/03-01-05-01-02-02-15.wav
angry,./datasets/audio_speech_actors_01-24/Actor_15/03-01-05-02-01-01-15.wav
angry,./datasets/audio_speech_actors_01-24/Actor_15/03-01-05-02-01-02-15.wav
angry,./datasets/audio_speech_actors_01-24/Actor_15/03-01-05-02-02-01-15.wav
angry,./datasets/audio_speech_actors_01-24/Actor_15/03-01-05-02-02-02-15.wav
fear,./datasets/audio_speech_actors_01-24/Actor_15/03-01-06-01-01-01-15.wav
fear,./datasets/audio_speech_actors_01-24/Actor_15/03-01-06-01-01-02-15.wav
fear,./datasets/audio_speech_actors_01-24/Actor_15/03-01-06-01-02-01-15.wav
fear,./datasets/audio_speech_actors_01-24/Actor_15/03-01-06-01-02-02-15.wav
fear,./datasets/audio_speech_actors_01-24/Actor_15/03-01-06-02-01-01-15.wav
fear,./datasets/audio_speech_actors_01-24/Actor_15/03-01-06-02-01-02-15.wav
fear,./datasets/audio_speech_actors_01-24/Actor_15/03-01-06-02-02-01-15.wav
fear,./datasets/audio_speech_actors_01-24/Actor_15/03-01-06-02-02-02-15.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_15/03-01-07-01-01-01-15.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_15/03-01-07-01-01-02-15.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_15/03-01-07-01-02-01-15.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_15/03-01-07-01-02-02-15.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_15/03-01-07-02-01-01-15.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_15/03-01-07-02-01-02-15.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_15/03-01-07-02-02-01-15.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_15/03-01-07-02-02-02-15.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_15/03-01-08-01-01-01-15.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_15/03-01-08-01-01-02-15.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_15/03-01-08-01-02-01-15.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_15/03-01-08-01-02-02-15.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_15/03-01-08-02-01-01-15.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_15/03-01-08-02-01-02-15.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_15/03-01-08-02-02-01-15.wav
surprise,./datasets/audio_speech_actors_01-24/Actor_15/03-01-08-02-02-02-15.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_16/03-01-01-01-01-01-16.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_16/03-01-01-01-01-02-16.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_16/03-01-01-01-02-01-16.wav
neutral,./datasets/audio_speech_actors_01-24/Actor_16/03-01-01-01-02-02-16.wav
calm,./datasets/audio_speech_actors_01-24/Actor_16/03-01-02-01-01-01-16.wav
calm,./datasets/audio_speech_actors_01-24/Actor_16/03-01-02-01-01-02-16.wav
calm,./datasets/audio_speech_actors_01-24/Actor_16/03-01-02-01-02-01-16.wav
calm,./datasets/audio_speech_actors_01-24/Actor_16/03-01-02-01-02-02-16.wav
calm,./datasets/audio_speech_actors_01-24/Actor_16/03-01-02-02-01-01-16.wav
calm,./datasets/audio_speech_actors_01-24/Actor_16/03-01-02-02-01-02-16.wav
calm,./datasets/audio_speech_actors_01-24/Actor_16/03-01-02-02-02-01-16.wav
calm,./datasets/audio_speech_actors_01-24/Actor_16/03-01-02-02-02-02-16.wav
happy,./datasets/audio_speech_actors_01-24/Actor_16/03-01-03-01-01-01-16.wav
happy,./datasets/audio_speech_actors_01-24/Actor_16/03-01-03-01-01-02-16.wav
happy,./datasets/audio_speech_actors_01-24/Actor_16/03-01-03-01-02-01-16.wav
happy,./datasets/audio_speech_actors_01-24/Actor_16/03-01-03-01-02-02-16.wav
happy,./datasets/audio_speech_actors_01-24/Actor_16/03-01-03-02-01-01-16.wav
happy,./datasets/audio_speech_actors_01-24/Actor_16/03-01-03-02-01-02-16.wav
happy,./datasets/audio_speech_actors_01-24/Actor_16/03-01-03-02-02-01-16.wav
happy,./datasets/audio_speech_actors_01-24/Actor_16/03-01-03-02-02-02-16.wav
sad,./datasets/audio_speech_actors_01-24/Actor_16/03-01-04-01-01-01-16.wav
sad,./datasets/audio_speech_actors_01-24/Actor_16/03-01-04-01-01-02-16.wav
sad,./datasets/audio_speech_actors_01-24/Actor_16/03-01-04-01-02-01-16.wav
sad,./datasets/audio_speech_actors_01-24/Actor_16/03-01-04-01-02-02-16.wav
sad,./datasets/audio_speech_actors_01-24/Actor_16/03-01-04-02-01-01-16.wav
sad,./datasets/audio_speech_actors_01-24/Actor_16/03-01-04-02-01-02-16.wav
sad,./datasets/audio_speech_actors_01-24/Actor_16/03-01-04-02-02-01-16.wav
sad,./datasets/audio_speech_actors_01-24/Actor_16/03-01-04-02-02-02-16.wav
angry,./datasets/audio_speech_actors_01-24/Actor_16/03-01-05-01-01-01-16.wav
angry,./datasets/audio_speech_actors_01-24/Actor_16/03-01-05-01-01-02-16.wav
angry,./datasets/audio_speech_actors_01-24/Actor_16/03-01-05-01-02-01-16.wav
angry,./datasets/audio_speech_actors_01-24/Actor_16/03-01-05-01-02-02-16.wav
angry,./datasets/audio_speech_actors_01-24/Actor_16/03-01-05-02-01-01-16.wav
angry,./datasets/audio_speech_actors_01-24/Actor_16/03-01-05-02-01-02-16.wav
angry,./datasets/audio_speech_actors_01-24/Actor_16/03-01-05-02-02-01-16.wav
angry,./datasets/audio_speech_actors_01-24/Actor_16/03-01-05-02-02-02-16.wav
fear,./datasets/audio_speech_actors_01-24/Actor_16/03-01-06-01-01-01-16.wav
fear,./datasets/audio_speech_actors_01-24/Actor_16/03-01-06-01-01-02-16.wav
fear,./datasets/audio_speech_actors_01-24/Actor_16/03-01-06-01-02-01-16.wav
fear,./datasets/audio_speech_actors_01-24/Actor_16/03-01-06-01-02-02-16.wav
fear,./datasets/audio_speech_actors_01-24/Actor_16/03-01-06-02-01-01-16.wav
fear,./datasets/audio_speech_actors_01-24/Actor_16/03-01-06-02-01-02-16.wav
fear,./datasets/audio_speech_actors_01-24/Actor_16/03-01-06-02-02-01-16.wav
fear,./datasets/audio_speech_actors_01-24/Actor_16/03-01-06-02-02-02-16.wav
disgust,./datasets/audio_speech_actors_01-24/Actor_16/03-01-07-01-01-01-16.wav
